millisec, event-type, event-code, event-value
13728, 0, 0, 0
13729, 2, 1, -1
13729, 0, 0, 0
13730, 2, 0, 1
13730, 0, 0, 0
13731, 2, 0, 1
13731, 2, 1, -1
13731, 0, 0, 0
13733, 2, 0, 1
13733, 2, 1, -1
13733, 0, 0, 0
13735, 2, 0, 1
13735, 2, 1, -1
13735, 0, 0, 0
13737, 2, 0, 1
13737, 0, 0, 0
13738, 2, 1, -1
13738, 0, 0, 0
13739, 2, 0, 1
13739, 0, 0, 0
13740, 2, 1, -1
13740, 0, 0, 0
13741, 2, 0, 1
13741, 0, 0, 0
13743, 2, 1, -1
13743, 0, 0, 0
13744, 2, 0, 1
13744, 0, 0, 0
13747, 2, 0, 1
13747, 2, 1, -1
13747, 0, 0, 0
13752, 2, 1, -1
13752, 0, 0, 0
13753, 2, 0, 1
13753, 0, 0, 0
13863, 2, 0, 1
13863, 0, 0, 0
13864, 2, 1, -1
13864, 0, 0, 0
13867, 2, 0, 1
13867, 0, 0, 0
13870, 2, 0, 1
13870, 0, 0, 0
13871, 2, 0, 1
13871, 2, 1, -1
13871, 0, 0, 0
13873, 2, 0, 1
13873, 0, 0, 0
13874, 2, 0, 1
13874, 2, 1, -1
13874, 0, 0, 0
13875, 2, 0, 1
13875, 0, 0, 0
13876, 2, 0, 1
13876, 0, 0, 0
13877, 2, 1, -1
13877, 0, 0, 0
13878, 2, 0, 1
13878, 0, 0, 0
13879, 2, 0, 1
13879, 0, 0, 0
13880, 2, 0, 1
13880, 2, 1, -1
13880, 0, 0, 0
13881, 2, 0, 1
13881, 0, 0, 0
13882, 2, 0, 1
13882, 0, 0, 0
13883, 2, 0, 1
13883, 2, 1, -1
13883, 0, 0, 0
13884, 2, 0, 1
13884, 0, 0, 0
13885, 2, 0, 1
13885, 2, 1, -1
13885, 0, 0, 0
13886, 2, 0, 1
13886, 0, 0, 0
13887, 2, 0, 1
13887, 0, 0, 0
13888, 2, 0, 1
13888, 2, 1, -1
13888, 0, 0, 0
13889, 2, 0, 1
13889, 0, 0, 0
13890, 2, 0, 1
13890, 0, 0, 0
13891, 2, 0, 1
13891, 2, 1, -1
13891, 0, 0, 0
13892, 2, 0, 1
13892, 0, 0, 0
13893, 2, 0, 1
13893, 0, 0, 0
13894, 2, 0, 1
13894, 2, 1, -1
13894, 0, 0, 0
13896, 2, 0, 1
13896, 0, 0, 0
13897, 2, 0, 1
13897, 0, 0, 0
13898, 2, 0, 1
13898, 2, 1, -1
13898, 0, 0, 0
13900, 2, 0, 1
13900, 0, 0, 0
13901, 2, 0, 1
13901, 0, 0, 0
13902, 2, 1, -1
13902, 0, 0, 0
13903, 2, 0, 1
13903, 0, 0, 0
13905, 2, 0, 1
13905, 0, 0, 0
13906, 2, 1, -1
13906, 0, 0, 0
13907, 2, 0, 1
13907, 0, 0, 0
13910, 2, 0, 1
13910, 0, 0, 0
13912, 2, 0, 1
13912, 2, 1, -1
13912, 0, 0, 0
13915, 2, 0, 1
13915, 0, 0, 0
13917, 2, 0, 1
13917, 2, 1, -1
13917, 0, 0, 0
13921, 2, 0, 1
13921, 0, 0, 0
13924, 2, 0, 1
13924, 2, 1, -1
13924, 0, 0, 0
13929, 2, 0, 1
13929, 0, 0, 0
13930, 2, 1, -1
13930, 0, 0, 0
13932, 2, 0, 1
13932, 0, 0, 0
13941, 2, 0, 1
13941, 2, 1, -1
13941, 0, 0, 0
14087, 2, 1, -1
14087, 0, 0, 0
14094, 2, 0, 1
14094, 0, 0, 0
14095, 2, 1, -1
14095, 0, 0, 0
14098, 2, 1, -1
14098, 0, 0, 0
14100, 2, 1, -1
14100, 0, 0, 0
14103, 2, 0, 1
14103, 2, 1, -1
14103, 0, 0, 0
14105, 2, 1, -1
