millisec, event-type, event-code, event-value
66467, 4, 4, 458756
66467, 1, 30, 1
66467, 0, 0, 0
66718, 4, 4, 458778
66718, 1, 17, 1
66718, 0, 0, 0
66888, 4, 4, 458756
66888, 1, 30, 0
66888, 0, 0, 0
67560, 4, 4, 458756
67560, 1, 30, 1
67560, 0, 0, 0
67595, 4, 4, 458778
67595, 1, 17, 0
67595, 0, 0, 0
67915, 4, 4, 458778
67915, 1, 17, 1
67915, 0, 0, 0
68187, 1, 17, 2
68187, 0, 0, 1
68227, 1, 17, 2
68227, 0, 0, 1
68271, 1, 17, 2
68271, 0, 0, 1
68276, 4, 4, 458756
68276, 1, 30, 0
68276, 0, 0, 0
68382, 4, 4, 458759
68382, 1, 32, 1
68382, 0, 0, 0
68407, 4, 4, 458778
68407, 1, 17, 0
68407, 0, 0, 0
68547, 4, 4, 458774
68547, 1, 31, 1
68547, 0, 0, 0
68607, 4, 4, 458759
68607, 1, 32, 0
68607, 0, 0, 0
68943, 4, 4, 458774
68943, 1, 31, 0
68943, 0, 0, 0
69013, 4, 4, 458778
69013, 1, 17, 1
69013, 0, 0, 0
69063, 4, 4, 458759
69063, 1, 32, 1
69063, 0, 0, 0
69073, 4, 4, 458778
69073, 1, 17, 0
69073, 0, 0, 0
70141, 4, 4, 458774
70141, 1, 31, 1
70141, 0, 0, 0
70399, 1, 31, 2
70399, 0, 0, 1
70443, 1, 31, 2
70443, 0, 0, 1
70483, 1, 31, 2
70483, 0, 0, 1
70523, 1, 31, 2
70523, 0, 0, 1
70567, 1, 31, 2
70567, 0, 0, 1
70607, 1, 31, 2
70607, 0, 0, 1
70647, 1, 31, 2
70647, 0, 0, 1
70687, 1, 31, 2
70687, 0, 0, 1
70727, 1, 31, 2
70727, 0, 0, 1
70771, 1, 31, 2
70771, 0, 0, 1
70815, 1, 31, 2
70815, 0, 0, 1
70822, 4, 4, 458759
70822, 1, 32, 0
70822, 0, 0, 0
70923, 4, 4, 458774
70923, 1, 31, 0
70923, 0, 0, 0
71609, 4, 4, 458759
71609, 1, 32, 1
71609, 0, 0, 0
71867, 1, 32, 2
71867, 0, 0, 1
71907, 1, 32, 2
71907, 0, 0, 1
71951, 1, 32, 2
71951, 0, 0, 1
71960, 4, 4, 458756
71960, 1, 30, 1
71960, 0, 0, 0
72085, 4, 4, 458756
72085, 1, 30, 0
72085, 0, 0, 0
72196, 4, 4, 458759
72196, 1, 32, 0
72196, 0, 0, 0
72396, 4, 4, 458778
72396, 1, 17, 1
72396, 0, 0, 0
72617, 4, 4, 458778
72617, 1, 17, 0
72617, 0, 0, 0
73609, 4, 4, 458756
73609, 1, 30, 1
73609, 0, 0, 0
73883, 1, 30, 2
73883, 0, 0, 1
73923, 1, 30, 2
73923, 0, 0, 1
73963, 1, 30, 2
73963, 0, 0, 1
74007, 1, 30, 2
74007, 0, 0, 1
74010, 4, 4, 458756
74010, 1, 30, 0
74010, 0, 0, 0
74451, 4, 4, 458756
74451, 1, 30, 1
74451, 0, 0, 0
74711, 1, 30, 2
74711, 0, 0, 1
74751, 1, 30, 2
74751, 0, 0, 1
74791, 1, 30, 2
74791, 0, 0, 1
74831, 1, 30, 2
74831, 0, 0, 1
74857, 4, 4, 458778
74857, 1, 17, 1
74857, 0, 0, 0
75115, 1, 17, 2
75115, 0, 0, 1
75155, 1, 17, 2
75155, 0, 0, 1
75195, 1, 17, 2
75195, 0, 0, 1
75223, 4, 4, 458778
75223, 1, 17, 0
75223, 0, 0, 0
75935, 4, 4, 458778
75935, 1, 17, 1
75935, 0, 0, 0
76195, 1, 17, 2
76195, 0, 0, 1
76239, 1, 17, 2
76239, 0, 0, 1
76279, 1, 17, 2
76279, 0, 0, 1
76319, 1, 17, 2
76319, 0, 0, 1
76363, 1, 17, 2
76363, 0, 0, 1
76403, 1, 17, 2
76403, 0, 0, 1
76443, 1, 17, 2
76443, 0, 0, 1
76483, 1, 17, 2
76483, 0, 0, 1
76523, 1, 17, 2
76523, 0, 0, 1
76563, 1, 17, 2
76563, 0, 0, 1
76603, 1, 17, 2
76603, 0, 0, 1
76643, 1, 17, 2
76643, 0, 0, 1
76683, 1, 17, 2
76683, 0, 0, 1
76706, 4, 4, 458778
76706, 1, 17, 0
76706, 0, 0, 0
76716, 4, 4, 458756
76716, 1, 30, 0
76716, 0, 0, 0
82692, 4, 4, 458978
82692, 1, 56, 1
82692, 0, 0, 0
82832, 4, 4, 458795
82832, 1, 15, 1
82832, 0, 0, 0
82927, 4, 4, 458795
82927, 1, 15, 0
82927, 0, 0, 0
83739, 4, 4, 458978
83739, 1, 56, 0
83739, 0, 0, 0
87042, 4, 4, 458809
87042, 1, 58, 1
